sector,area_m2,pisos,habitaciones,banos,antiguedad,garaje,precio
Gonzalez Suarez,147.1,1,2,1,2,1,246144.78
Carapungo,142.8,2,2,3,10,1,76369.15
Calderon,109.7,2,2,2,0,1,67377.98
Centro Norte,45.0,2,2,3,2,1,64963.28
Centro Norte,70.6,1,5,1,1,1,93257.16
Tumbaco,178.1,1,5,3,6,1,230712.57
Quitumbe,253.9,1,3,2,0,1,177906.32
Centro Norte,61.9,3,4,1,4,1,90068.34
Gonzalez Suarez,89.8,1,3,3,0,1,139294.72
Carapungo,158.8,2,5,1,3,1,94179.94
Tumbaco,156.9,2,4,3,13,1,179332.75
Quitumbe,129.3,2,3,2,2,1,89486.79
Quitumbe,144.7,1,3,2,0,1,122635.95
Calderon,214.8,3,3,2,0,1,143777.45
Gonzalez Suarez,213.4,1,4,3,5,1,317155.9
Tumbaco,152.4,3,5,3,1,1,205936.75
La Carolina,87.1,2,5,3,21,1,156704.37
Gonzalez Suarez,299.2,1,2,3,5,1,586828.22
Tumbaco,144.1,1,4,1,0,1,205013.78
Carapungo,168.6,1,4,3,0,1,125140.83
Carapungo,87.5,2,3,4,4,1,66865.35
Gonzalez Suarez,83.6,1,2,1,1,1,147838.39
Conocoto,49.7,1,2,2,0,0,48420.51
Gonzalez Suarez,195.8,2,3,2,1,1,432453.24
Gonzalez Suarez,45.0,2,3,3,0,1,87340.71
Tumbaco,215.5,2,4,1,0,1,277745.53
Calderon,49.7,1,4,2,2,1,33960.11
Centro Historico,122.0,3,3,3,0,0,127077.96
Cumbaya,76.1,2,5,2,16,1,137884.52
Centro Historico,174.0,3,5,2,9,1,194344.15
La Carolina,85.2,3,4,3,19,1,111648.9
Tumbaco,132.6,1,2,3,6,0,120944.49
Cumbaya,193.4,2,4,2,6,1,347946.63
Calderon,129.8,1,4,1,6,1,77860.06
Cumbaya,198.0,1,2,2,0,0,351996.51
Calderon,125.3,1,5,1,12,1,82174.28
Conocoto,141.8,2,3,1,0,1,139717.34
Gonzalez Suarez,203.2,2,3,3,1,1,370604.94
Gonzalez Suarez,140.2,1,4,2,2,1,234378.4
Calderon,184.6,2,3,4,7,1,97675.96
Conocoto,168.3,1,1,2,28,1,149608.04
Quitumbe,134.7,1,4,1,2,0,76567.11
La Carolina,45.0,1,3,3,0,1,79785.37
Calderon,196.1,1,2,2,10,1,105603.37
Calderon,164.6,1,3,4,5,1,89503.35
Calderon,177.3,1,2,4,8,0,115007.52
La Carolina,124.8,2,2,2,19,1,167560.91
Tumbaco,192.7,1,4,4,14,1,204455.67
Centro Norte,112.7,2,3,2,31,1,118207.58
Cumbaya,190.8,2,3,2,27,1,362143.05
Conocoto,129.1,2,4,1,0,1,115632.02
Gonzalez Suarez,167.1,2,2,2,9,1,308314.96
Quitumbe,118.7,3,3,3,17,1,93195.69
Centro Norte,137.8,1,2,2,1,1,176565.13
Tumbaco,137.4,2,3,4,10,1,177567.5
Tumbaco,117.2,1,2,2,1,0,127264.3
Calderon,82.0,1,5,2,30,1,47336.74
Centro Historico,103.7,2,3,2,1,1,97379.58
Quitumbe,95.2,2,2,2,1,1,60232.67
Gonzalez Suarez,124.1,1,2,1,18,1,232728.74
La Carolina,160.0,1,2,2,1,1,232326.53
Carapungo,112.8,3,3,2,4,0,66334.27
Centro Norte,141.7,2,4,3,16,1,118178.06
Quitumbe,188.9,1,3,2,26,0,99994.8
Centro Historico,87.6,1,3,1,7,1,67245.53
La Carolina,104.0,3,3,2,3,1,147044.55
Gonzalez Suarez,67.1,2,2,1,4,1,101891.79
Tumbaco,207.8,2,3,1,12,1,237409.75
Tumbaco,124.0,1,3,3,15,1,154007.02
Tumbaco,187.2,2,3,2,4,1,199256.43
Carapungo,163.7,1,2,2,15,1,113139.3
Gonzalez Suarez,167.7,2,3,3,7,1,335804.02
Carapungo,123.2,2,3,4,1,1,83190.19
Gonzalez Suarez,125.3,3,3,1,2,1,209016.37
Centro Historico,127.1,2,5,2,1,0,106301.85
Centro Norte,45.0,1,3,3,10,1,46443.78
Quitumbe,46.1,1,3,2,6,1,36714.28
Centro Historico,221.6,1,4,2,8,1,151858.19
La Carolina,241.0,2,3,1,8,1,383727.94
Cumbaya,45.0,3,2,1,4,0,69794.06
Conocoto,101.0,1,2,2,15,1,72196.8
Carapungo,127.9,3,3,4,15,0,72860.53
Quitumbe,83.3,1,2,3,9,1,66938.4
Cumbaya,47.8,1,2,2,5,1,95428.41
Centro Norte,204.0,2,4,3,15,1,284991.25
La Carolina,118.0,2,3,1,10,1,165204.28
La Carolina,59.7,2,4,2,12,1,106347.67
Cumbaya,198.5,2,3,2,30,1,298906.08
Quitumbe,88.4,1,4,3,2,0,63804.09
Conocoto,123.6,3,3,1,6,1,113124.92
Centro Historico,145.6,2,2,4,13,1,116448.15
Quitumbe,194.0,2,2,3,6,1,148428.56
Centro Norte,197.8,2,3,2,0,1,250313.17
Gonzalez Suarez,176.3,2,2,1,17,0,276550.89
La Carolina,165.1,2,3,1,4,1,246224.61
Gonzalez Suarez,105.6,3,3,1,27,1,208093.9
Carapungo,186.6,1,3,2,1,0,102573.41
Quitumbe,156.1,1,3,2,1,1,126781.74
Quitumbe,89.7,2,3,2,6,1,63421.21
Centro Norte,126.3,2,3,3,4,1,138527.03
Centro Norte,168.7,2,4,1,8,1,223496.94
Tumbaco,98.1,2,4,4,6,1,137186.5
Calderon,173.9,3,2,2,5,0,132824.07
Calderon,89.9,1,3,3,0,1,78139.73
Tumbaco,45.0,2,2,2,5,1,50093.25
Carapungo,160.4,1,3,4,7,1,106577.23
La Carolina,91.0,2,4,3,3,1,135616.01
Conocoto,175.0,3,5,2,9,0,179574.59
Cumbaya,181.9,2,3,4,8,1,345322.32
Cumbaya,148.1,2,5,1,0,0,251776.62
Calderon,84.5,2,3,2,1,1,57511.48
Cumbaya,155.9,1,3,2,0,1,251663.4
La Carolina,86.2,3,2,3,14,1,113366.12
Centro Norte,173.3,1,3,1,13,1,196606.77
Gonzalez Suarez,81.2,2,3,3,9,0,156091.1
Quitumbe,87.2,3,2,2,0,1,57678.38
Carapungo,234.6,1,3,2,2,1,151613.14
Conocoto,186.2,2,3,3,2,1,157684.79
Quitumbe,164.3,2,3,2,40,0,95278.45
Centro Norte,87.6,2,2,3,12,1,94739.25
Quitumbe,174.1,2,3,3,0,1,125609.44
Calderon,152.7,1,5,4,9,1,96183.41
Conocoto,200.1,1,1,2,9,1,167639.95
Gonzalez Suarez,130.0,2,3,3,9,1,301674.27
Calderon,187.5,1,4,4,20,0,135405.68
Quitumbe,110.0,3,3,3,5,1,94084.55
Tumbaco,225.1,1,4,4,17,1,282089.3
Quitumbe,123.3,1,3,1,7,1,87878.55
La Carolina,158.1,2,3,3,0,1,244591.97
Conocoto,202.4,3,3,2,14,1,175145.69
Cumbaya,180.8,2,4,2,1,1,317181.82
Tumbaco,179.0,2,3,2,1,1,222015.5
Calderon,120.0,2,5,2,12,0,103276.59
La Carolina,248.1,2,2,2,0,1,393781.86
Conocoto,172.6,1,2,2,4,1,142065.66
Conocoto,116.1,2,3,3,8,1,74718.52
Centro Norte,176.6,1,3,2,18,1,202340.38
Calderon,169.1,1,2,2,12,1,140890.01
Cumbaya,115.5,2,3,3,45,1,201250.59
Quitumbe,121.5,2,5,2,10,1,99108.69
Centro Norte,201.2,1,2,1,4,0,185472.2
Carapungo,109.6,1,2,2,2,1,73810.1
Tumbaco,45.0,3,3,2,4,1,63685.84
Quitumbe,45.0,2,3,2,1,1,32311.15
Quitumbe,72.3,2,3,2,1,1,58623.06
Centro Historico,229.4,1,5,1,7,1,180983.61
Quitumbe,140.6,1,5,3,11,1,105320.25
Tumbaco,130.3,1,1,1,1,1,170059.86
Conocoto,60.7,2,2,2,0,1,45816.47
Quitumbe,130.5,1,4,3,1,0,105760.55
Centro Historico,123.4,2,3,3,3,1,101730.69
Calderon,69.7,1,3,1,0,0,51267.12
Centro Norte,180.4,2,3,2,16,1,244544.75
Carapungo,192.0,3,4,2,8,1,128081.41
Cumbaya,118.5,2,2,3,1,0,159433.59
Carapungo,157.3,1,4,3,5,1,128953.27
Centro Historico,96.7,2,4,4,1,1,76235.17
Conocoto,145.1,2,3,2,2,1,113739.62
Tumbaco,122.4,2,4,2,25,1,117494.68
Cumbaya,178.7,3,3,4,3,1,385921.53
Carapungo,226.4,3,3,1,15,1,140411.14
Tumbaco,66.1,1,3,3,3,1,69834.49
Cumbaya,77.7,1,2,2,16,1,159833.59
Centro Norte,74.1,1,1,1,1,1,96820.2
Calderon,153.8,2,3,2,9,1,113285.78
Centro Historico,79.2,1,2,3,4,1,55212.32
Quitumbe,86.4,2,2,4,0,1,52327.66
La Carolina,149.1,3,3,3,10,1,259049.49
Carapungo,45.0,1,3,2,5,0,25769.87
Centro Norte,85.6,3,3,1,3,1,133405.4
Centro Norte,115.2,2,3,3,6,1,169610.71
La Carolina,77.9,1,3,3,4,1,121714.54
Cumbaya,153.0,2,3,2,16,1,270023.11
Centro Historico,71.3,2,2,1,28,1,60352.52
Quitumbe,201.7,2,3,4,0,1,172167.69
La Carolina,172.5,1,2,2,7,1,302328.29
Centro Norte,93.8,3,4,2,12,1,135481.55
La Carolina,168.0,1,3,2,0,1,251599.03
Centro Norte,159.6,1,3,1,9,1,194283.47
La Carolina,45.0,1,5,3,2,1,69709.47
Gonzalez Suarez,131.4,3,4,4,19,1,210499.14
Carapungo,101.1,2,3,4,27,1,51500.56
Tumbaco,182.9,3,2,2,11,1,220078.11
Conocoto,173.4,2,3,2,3,1,170029.22
Calderon,127.1,3,2,2,1,1,62332.44
Calderon,231.3,1,3,3,30,0,150059.82
Conocoto,69.4,3,2,2,1,1,62749.71
Cumbaya,110.3,2,4,1,2,0,216289.33
Quitumbe,210.1,2,2,2,11,0,121517.44
Conocoto,45.0,2,4,2,8,1,45313.71
Centro Norte,90.5,1,2,2,3,1,143726.06
Tumbaco,67.1,2,1,3,11,1,73560.46
Quitumbe,154.3,1,2,2,2,1,93448.62
Conocoto,134.3,2,3,1,16,1,126011.48
Calderon,80.6,1,3,1,1,1,58117.83
Gonzalez Suarez,168.8,2,3,3,15,1,322155.36
Quitumbe,178.0,1,4,1,9,1,123293.79
Conocoto,147.6,2,2,2,24,1,117299.18
Conocoto,149.3,1,3,1,2,1,135553.81
Gonzalez Suarez,117.1,1,5,3,0,1,208858.47
Cumbaya,155.8,1,3,1,2,1,332186.34
Centro Historico,134.7,1,2,2,1,0,88015.15
Carapungo,175.9,3,3,1,31,1,128693.3
Centro Norte,170.4,1,2,2,3,1,211255.63
Quitumbe,168.5,2,2,1,6,1,116546.82
Carapungo,147.4,2,2,2,2,1,99822.28
Centro Norte,105.3,2,3,1,12,1,130879.79
Calderon,68.1,1,4,2,2,1,36408.84
Cumbaya,158.7,1,3,2,3,1,264213.89
Calderon,129.1,1,1,2,1,0,70450.53
Tumbaco,176.4,2,3,2,0,1,194573.58
Quitumbe,93.0,2,3,2,8,1,65249.19
La Carolina,133.7,1,2,3,12,0,185115.77
La Carolina,109.5,1,4,1,2,1,206962.1
Centro Norte,45.0,1,3,3,4,1,59042.92
Quitumbe,122.7,2,2,2,6,1,84078.14
Carapungo,190.3,1,3,3,1,1,126020.93
La Carolina,194.5,1,2,2,3,1,337544.45
Carapungo,68.5,3,4,2,1,0,45185.5
Cumbaya,190.5,2,2,4,21,1,343610.63
Centro Historico,211.6,1,2,1,4,1,193662.65
Calderon,142.9,1,3,2,1,1,74724.38
Tumbaco,119.0,2,3,2,1,1,161238.37
Cumbaya,185.4,1,3,2,7,1,261865.28
Quitumbe,96.2,2,4,4,16,1,57411.9
Calderon,75.5,1,3,1,2,1,45763.23
Calderon,45.0,2,5,2,2,1,27453.75
Cumbaya,135.0,2,5,1,3,1,257764.68
Tumbaco,149.7,1,2,3,1,1,179676.82
Centro Historico,189.0,2,3,2,15,1,170466.14
Centro Historico,145.4,3,5,1,11,1,125543.54
Cumbaya,91.7,2,5,2,2,1,140820.96
La Carolina,149.4,2,3,2,17,1,273730.52
Calderon,49.5,2,3,3,0,0,29879.22
Cumbaya,78.5,3,3,2,3,1,121519.7
Quitumbe,178.9,3,5,3,0,0,133243.79
Carapungo,125.4,2,4,3,10,1,77710.75
Quitumbe,126.0,2,3,1,11,1,75155.54
Centro Historico,182.4,3,2,3,0,1,173502.49
Quitumbe,97.2,2,2,2,9,0,61985.98
Centro Historico,178.5,2,3,4,7,1,157606.13
Centro Historico,148.1,2,3,3,6,0,114171.04
Quitumbe,115.8,1,3,3,10,1,79680.35
Tumbaco,125.1,2,2,1,2,1,133345.27
La Carolina,147.2,2,5,2,8,1,222758.07
La Carolina,207.7,1,3,4,2,1,308100.54
Quitumbe,168.9,2,1,2,7,1,136493.72
Quitumbe,132.3,2,3,2,4,1,98665.82
Conocoto,89.1,2,1,2,6,1,68495.53
La Carolina,106.1,2,4,2,15,1,162372.15
Quitumbe,143.1,2,5,4,10,1,103995.87
Gonzalez Suarez,89.1,2,5,2,2,1,205731.87
Conocoto,115.7,1,3,2,18,1,93447.49
Conocoto,63.1,1,2,2,8,1,56231.32
Centro Norte,211.7,1,3,2,11,1,286031.79
Quitumbe,120.3,1,2,3,7,1,73201.61
Gonzalez Suarez,143.6,1,5,2,2,0,212852.83
Carapungo,199.8,2,3,2,10,1,121847.55
Tumbaco,201.9,2,3,2,3,1,283252.04
Conocoto,231.0,2,4,2,4,1,192755.57
La Carolina,87.8,2,1,1,1,1,124089.19
Centro Historico,148.8,1,5,2,5,0,125256.08
Tumbaco,155.4,2,1,2,13,1,161668.27
Centro Norte,119.9,2,4,3,4,0,180040.57
Cumbaya,78.9,2,3,3,2,1,159275.02
Centro Norte,103.5,1,3,4,3,0,131659.03
Conocoto,55.9,1,5,4,0,1,41121.5
Carapungo,113.5,2,3,2,10,1,70416.53
Quitumbe,84.3,1,1,4,10,0,48322.45
Tumbaco,180.4,1,2,2,5,1,201796.99
Carapungo,212.1,2,3,2,4,0,148850.84
Centro Norte,153.0,2,2,4,2,1,185548.13
Tumbaco,109.4,2,3,3,5,0,88160.98
Tumbaco,49.3,3,3,1,4,1,53088.46
Centro Historico,194.6,2,2,1,4,0,173917.1
Gonzalez Suarez,94.7,2,2,3,2,1,184012.66
Gonzalez Suarez,148.8,2,4,2,2,1,279370.75
Gonzalez Suarez,164.5,2,3,2,0,1,317691.35
Cumbaya,115.3,2,3,3,6,1,219509.71
Conocoto,201.8,3,3,1,4,0,180615.8
Centro Norte,132.1,1,2,3,3,1,180216.55
Gonzalez Suarez,152.9,1,2,2,0,1,329018.25
Tumbaco,177.5,3,2,3,2,1,258509.45
Carapungo,154.8,1,3,2,9,1,92966.98
Conocoto,97.6,1,3,2,11,0,68289.97
Cumbaya,169.6,2,3,2,7,0,223555.43
Centro Norte,124.9,1,2,2,2,1,160217.19
Tumbaco,84.3,1,5,2,7,1,102704.28
Conocoto,171.5,2,3,4,12,1,130288.06
Centro Norte,173.7,3,1,3,0,1,243419.38
Centro Norte,113.6,2,2,2,0,1,143134.44
Centro Norte,224.5,1,3,2,29,1,297228.04
Centro Historico,112.8,2,3,2,2,1,101939.74
Quitumbe,90.2,2,2,2,5,0,80509.57
La Carolina,171.3,2,2,2,2,1,229024.6
Carapungo,51.5,1,4,1,0,1,34947.92
La Carolina,137.1,2,4,3,13,1,234973.51
Gonzalez Suarez,145.8,2,3,2,7,1,298786.91
La Carolina,55.6,1,4,1,7,1,80052.05
Cumbaya,161.2,1,5,2,4,1,281952.79
Gonzalez Suarez,146.3,2,3,3,11,1,294691.79
Conocoto,101.7,1,3,1,0,0,98891.59
La Carolina,142.1,2,4,1,10,1,199377.42
Carapungo,86.1,2,4,2,10,1,62150.66
Tumbaco,45.0,1,3,1,12,1,42202.36
La Carolina,141.2,1,3,3,17,1,166671.5
Carapungo,70.3,1,3,2,3,0,44089.27
Centro Norte,144.1,1,4,2,6,1,207384.43
Centro Norte,187.7,2,4,3,2,1,200445.5
La Carolina,159.4,1,4,1,1,1,235778.95
Cumbaya,161.0,3,3,3,16,1,317331.13
Carapungo,132.4,2,2,2,5,1,75920.75
Tumbaco,165.2,2,2,1,1,1,192563.68
Cumbaya,174.4,3,3,4,17,1,362036.74
Quitumbe,152.9,2,3,2,0,0,96137.4
La Carolina,95.0,1,5,4,7,1,146696.79
Centro Norte,147.3,2,3,2,0,1,230460.05
Quitumbe,146.1,2,3,1,17,0,94121.37
Cumbaya,147.7,1,1,2,4,1,236473.41
Tumbaco,173.6,2,5,1,1,1,244915.73
Conocoto,146.9,1,2,3,12,1,128003.22
Gonzalez Suarez,133.3,1,3,2,11,1,297047.53
Conocoto,108.6,1,3,3,3,1,97521.79
Tumbaco,201.6,2,3,3,15,1,210146.54
Gonzalez Suarez,173.7,2,2,1,10,1,348022.06
Carapungo,157.4,2,2,3,14,0,101915.9
Calderon,172.3,2,3,3,27,0,115109.27
Carapungo,79.7,1,4,3,15,1,35940.37
Cumbaya,118.3,1,5,1,7,1,219836.13
Calderon,61.5,2,4,1,0,1,42519.59
Tumbaco,104.0,1,2,2,15,0,111405.92
Gonzalez Suarez,69.6,2,3,3,4,1,133720.15
Cumbaya,182.1,2,3,4,5,1,312152.41
Tumbaco,132.7,2,2,3,21,1,173362.62
La Carolina,113.4,2,4,1,14,1,193199.52
Gonzalez Suarez,217.4,3,2,3,2,1,352593.32
Carapungo,45.0,1,3,2,0,1,25773.66
Quitumbe,130.4,3,2,3,8,1,86979.38
Tumbaco,88.7,3,3,3,25,1,126767.03
Calderon,79.8,3,2,4,7,0,49541.38
Carapungo,240.3,2,2,2,1,0,145067.34
Gonzalez Suarez,87.8,1,4,3,14,1,144627.4
Tumbaco,60.5,3,4,2,1,0,66177.99
Cumbaya,254.6,1,2,2,17,0,397094.74
Quitumbe,164.5,2,3,1,5,1,130180.86
Centro Historico,149.3,2,4,3,4,1,137205.49
Conocoto,174.1,1,2,1,4,1,130774.35
Quitumbe,151.7,2,3,4,0,1,147419.05
Tumbaco,165.3,1,2,1,6,1,154525.4
Carapungo,266.5,1,3,3,37,1,126231.1
La Carolina,200.9,2,3,3,0,1,264930.49
Tumbaco,127.2,2,3,1,0,1,171068.04
Conocoto,62.1,3,4,3,3,1,66136.24
Centro Historico,211.6,2,2,2,12,1,188415.92
Conocoto,121.0,2,3,3,26,1,94395.63
Gonzalez Suarez,171.0,1,5,3,7,1,318264.66
Carapungo,186.1,3,2,3,19,1,88744.62
Centro Norte,117.3,2,2,3,4,0,171627.12
Calderon,82.3,1,3,2,15,1,47256.26
Centro Historico,111.8,3,5,2,6,1,139358.29
Quitumbe,98.2,2,2,2,0,1,75984.77
La Carolina,45.0,1,2,2,4,1,77108.09
Tumbaco,202.8,2,3,2,7,1,204010.03
Centro Norte,113.9,2,1,2,2,1,147602.32
Centro Norte,149.6,2,2,3,2,1,163167.22
Conocoto,178.2,2,2,2,9,1,168911.35
Cumbaya,112.4,2,4,2,0,1,234378.86
Gonzalez Suarez,218.2,1,5,2,4,1,500721.86
La Carolina,210.2,1,4,1,17,0,343609.04
Cumbaya,204.7,3,2,2,28,1,306506.89
Tumbaco,167.8,2,3,3,0,0,277552.85
Conocoto,45.0,2,4,2,10,0,44174.48
Quitumbe,145.6,2,3,2,2,0,88225.82
Centro Historico,117.7,1,4,2,4,0,102601.49
Gonzalez Suarez,143.2,2,2,2,25,1,255993.67
La Carolina,94.0,3,5,3,4,1,195288.16
Calderon,138.1,1,4,2,20,1,97441.46
Centro Norte,120.6,2,3,2,10,0,139952.25
Carapungo,74.4,2,2,2,3,0,37565.14
Cumbaya,158.8,1,4,3,5,0,279768.99
Centro Norte,249.3,1,4,4,8,1,323780.57
Calderon,188.4,2,2,2,12,1,130984.23
Centro Norte,136.0,2,3,2,8,1,175094.87
Centro Historico,155.7,2,3,2,1,1,138151.46
La Carolina,178.9,3,4,2,6,1,315411.82
Tumbaco,141.4,2,5,4,1,1,217130.85
Cumbaya,219.8,2,3,2,13,1,384152.17
La Carolina,181.2,1,4,3,13,0,246513.15
Conocoto,45.0,2,2,3,5,1,35425.29
Gonzalez Suarez,165.7,3,3,3,4,1,371889.68
La Carolina,200.3,2,3,4,5,1,391966.72
Centro Norte,92.0,1,5,2,2,0,116394.94
Conocoto,59.6,2,2,2,2,1,47953.22
La Carolina,128.4,2,2,1,23,1,172516.15
Conocoto,204.9,1,5,1,9,1,159280.73
Cumbaya,97.8,1,5,2,0,1,187871.89
Gonzalez Suarez,76.4,3,2,2,2,1,128742.68
Gonzalez Suarez,199.5,1,4,3,1,1,347064.83
Centro Norte,112.9,1,2,4,1,1,153055.03
La Carolina,141.7,1,5,3,1,1,170178.8
Carapungo,116.5,1,5,4,5,1,74679.66
Conocoto,145.1,2,3,1,6,1,135844.92
Carapungo,229.9,2,3,2,5,1,133279.5
Centro Historico,173.5,3,3,2,6,0,177117.25
Quitumbe,141.0,2,3,3,8,1,93226.46
Centro Norte,126.6,2,2,1,0,1,150866.81
Centro Historico,160.2,2,1,4,32,1,103207.04
Tumbaco,196.7,2,5,3,0,1,261133.84
Quitumbe,231.7,2,3,1,5,1,121643.03
La Carolina,97.7,1,2,1,22,1,131558.69
Centro Historico,117.0,1,2,1,8,0,92501.3
Tumbaco,184.4,2,2,1,17,1,214257.08
Quitumbe,161.1,1,3,4,1,1,129187.92
Gonzalez Suarez,165.9,1,3,2,1,1,237301.37
La Carolina,143.3,2,3,1,9,1,213027.04
Conocoto,159.6,2,3,2,23,1,147578.98
Carapungo,84.2,2,4,3,4,1,47331.8
Cumbaya,99.1,2,5,3,6,1,157357.94
Calderon,49.5,1,3,3,8,1,32007.42
Gonzalez Suarez,163.9,1,2,4,3,1,227916.67
Gonzalez Suarez,203.2,2,4,2,7,1,387808.1
Centro Norte,132.8,2,3,2,2,1,165575.25
Tumbaco,166.1,2,3,3,1,1,192013.81
Carapungo,208.8,2,3,2,0,1,151895.72
La Carolina,130.1,2,4,2,10,1,187723.93
Gonzalez Suarez,185.1,2,5,4,7,1,379998.86
Calderon,101.6,2,2,2,10,1,57838.04
Carapungo,179.7,2,3,3,6,1,111096.71
Quitumbe,45.0,2,3,1,3,1,31935.38
Centro Norte,112.4,2,2,3,3,1,125512.11
Centro Historico,131.7,3,3,2,1,1,130853.14
Tumbaco,186.8,1,5,2,5,1,201827.72
Gonzalez Suarez,144.7,2,4,4,9,1,287764.32
Centro Norte,143.4,2,3,1,3,1,207198.12
Centro Historico,251.8,3,4,4,5,1,277101.24
Centro Norte,149.9,2,3,2,3,1,194371.18
Calderon,136.9,2,5,4,0,0,83053.78
Centro Norte,174.1,2,4,2,1,0,229499.01
Cumbaya,214.3,2,1,2,26,1,292432.96
Quitumbe,84.5,2,5,1,2,1,73392.14
Centro Norte,114.7,3,2,2,24,1,183981.66
Quitumbe,197.4,1,5,2,0,1,122546.77
Conocoto,189.7,2,3,2,7,1,169398.53
Calderon,125.9,2,3,1,0,0,74681.73
Tumbaco,45.0,2,4,2,29,1,39700.76
Centro Historico,163.6,2,2,1,1,0,122218.77
Tumbaco,115.5,3,3,2,4,1,139949.97
Carapungo,193.8,1,3,3,2,1,124174.5
La Carolina,208.2,3,4,2,2,1,348144.72
La Carolina,137.0,3,3,2,10,0,156395.29
Carapungo,184.0,2,3,1,0,0,137002.03
Cumbaya,126.3,2,3,1,13,1,197108.02
Cumbaya,50.0,1,3,2,9,1,80204.24
Quitumbe,166.7,2,2,2,14,1,124986.37
Centro Historico,185.4,2,3,3,1,1,141268.8
Gonzalez Suarez,45.0,2,3,1,0,0,73824.65
Cumbaya,95.7,1,2,2,10,1,170962.99
Centro Norte,151.4,2,3,3,4,1,183654.21
Gonzalez Suarez,129.2,2,3,2,4,1,234168.36
Quitumbe,88.0,1,5,2,3,1,72078.19
Carapungo,168.8,2,3,2,24,1,72496.99
La Carolina,80.6,2,4,3,1,1,139701.9
Tumbaco,147.1,2,3,2,7,1,130229.7
Cumbaya,161.2,2,3,2,0,1,286550.77
Centro Norte,123.1,1,3,3,1,1,187792.04
Carapungo,125.0,1,5,4,2,1,71770.41
Centro Historico,186.6,2,4,2,2,1,190506.15
Carapungo,93.1,2,3,3,9,1,70417.7
Gonzalez Suarez,105.4,2,5,2,11,1,173136.17
Gonzalez Suarez,87.4,1,4,3,14,1,157536.14
Carapungo,159.5,3,4,2,2,1,120787.43
Centro Norte,129.0,1,4,2,1,1,135647.75
Conocoto,96.9,2,2,2,12,1,88346.02
Cumbaya,45.0,2,3,1,14,1,59232.0
Calderon,133.7,2,2,2,22,1,94254.85
Tumbaco,138.0,3,3,1,3,1,146530.34
Centro Norte,137.6,2,5,2,8,1,202461.64
Tumbaco,141.0,2,3,4,8,0,178448.04
Centro Historico,133.0,1,3,3,4,1,125221.13
Gonzalez Suarez,115.8,1,4,2,5,1,210503.05
Conocoto,143.6,2,3,2,6,1,129136.19
Tumbaco,158.2,2,2,4,2,1,200426.56
Calderon,149.9,2,1,3,5,1,120512.38
Quitumbe,164.3,2,5,2,34,1,123134.8
Centro Norte,105.6,1,5,1,9,1,111805.57
Quitumbe,168.0,2,5,4,22,1,121935.01
Centro Norte,150.5,1,3,2,3,1,222662.0
Cumbaya,111.9,1,3,2,2,1,164193.88
Centro Historico,104.1,2,3,2,0,1,95061.51
Carapungo,107.1,3,3,3,19,1,56444.29
Centro Norte,115.0,1,3,3,1,1,160616.23
Centro Norte,226.5,2,3,2,14,1,248942.37
Gonzalez Suarez,223.5,1,3,1,0,1,442984.49
Conocoto,126.1,2,3,2,1,0,118732.9
Conocoto,56.4,1,2,3,0,0,43651.3
Tumbaco,146.3,2,2,2,5,0,166228.22
La Carolina,138.4,2,2,3,1,1,228490.02
La Carolina,120.6,2,2,4,9,1,187559.09
Cumbaya,80.1,1,2,1,6,1,140966.45
Centro Norte,155.7,1,2,3,15,1,202655.92
Calderon,160.3,3,5,2,25,1,110490.19
Carapungo,150.7,2,4,3,1,1,87007.23
Centro Historico,184.4,1,2,2,16,0,108200.52
Centro Historico,139.7,1,4,2,11,0,132941.29
La Carolina,169.6,1,3,3,6,1,315276.26
Calderon,113.6,1,4,1,11,1,86320.44
Tumbaco,227.1,2,3,3,2,1,220978.64
Conocoto,151.6,2,3,3,12,1,151815.82
Cumbaya,192.4,1,3,1,32,0,280530.69
Tumbaco,219.9,1,3,2,45,1,229999.79
Centro Norte,175.0,2,3,3,4,1,240007.42
Centro Norte,143.3,2,5,1,21,0,185693.7
Tumbaco,177.0,1,2,2,5,0,198881.79
Cumbaya,102.7,3,3,1,23,1,200623.41
La Carolina,118.3,3,2,1,0,1,186346.41
Carapungo,126.7,1,2,2,37,1,74098.16
Quitumbe,126.1,2,3,3,24,1,88564.05
Cumbaya,77.4,1,2,3,10,1,108328.04
Conocoto,189.1,2,2,3,17,0,155372.17
Gonzalez Suarez,154.7,2,4,3,8,1,260799.54
Gonzalez Suarez,197.1,2,5,2,45,1,349556.06
Centro Historico,142.6,2,3,2,1,1,114705.64
Calderon,152.7,2,2,3,16,1,106324.69
Cumbaya,110.5,2,4,2,0,0,183929.36
Conocoto,136.5,3,3,4,12,1,143983.29
Gonzalez Suarez,117.3,2,3,2,6,1,213109.93
Calderon,176.8,2,3,3,1,1,148515.93
Conocoto,166.9,2,2,2,3,1,109511.88
Gonzalez Suarez,167.9,2,2,2,8,1,305357.06
Calderon,170.7,3,5,2,9,0,113858.72
Centro Historico,193.3,1,2,1,24,1,161713.53
Conocoto,94.8,2,2,3,0,1,94948.08
Centro Historico,164.1,2,4,1,20,1,127511.67
Carapungo,158.2,2,3,2,0,1,101232.73
Tumbaco,61.7,2,3,2,19,1,69244.62
Gonzalez Suarez,183.0,1,3,3,2,1,334249.57
Centro Norte,155.2,2,3,3,4,1,189838.08
